stem,non_J_elements_and_relations_source_transcription,contains_source_question_mark,status,source,source_url,transcription_note
834,"β12 β16 ; b21,1 β10/5",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
837,3β14 β14 ; β12 x761,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
838,β13 x724,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
840,3β110 γ2 ; [detached superscript fragment: 2; inspect source PDF],no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
841,α1 x834 ; 3β 10 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
842,"b21,1 β10/4 = ⟨2β19 , β1 , β10/4 ⟩ = x842",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
844,α1 β12 x761 ; β1 β17,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
847,β12 x771,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
849,2β12 β16,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
850,β1 β3 β15/3,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
853,2β13 x724,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
854,β18 ; α1 β12 x771,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
855,β111 γ2 ; 4β12 β2 β14,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
856,β111 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
857,"α1 b22,0 β8 = x857",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
860,α1 η13 = β4 β15/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
861,α1 β18,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
862,β13 β2 β14,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
865,2β1 β2 β15/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
867,3β1 β17,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
868,"b1,1 u9 = x868",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
872,β13 β16,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
875,α1 x868 ; 2β4 β15/5 ; β13 x761 = β10/5 γ2 ; [detached superscript fragment: 2; inspect source PDF] ; β10/5 ; β14 x724,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
878,3β111 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
882,β12 β17,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
883,α1 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
884,β5/4 β15/5 = β10/4 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
885,β13 x771,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
887,4β111 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
890,"α1 b1,1 γ3 = ⟨α1 , α1 , β110 , β113 ⟩2β13 x761",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
891,2β14 x724 ; α1 β5/4 β15/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
892,β1 β18 ; α1 β13 x771 ; [detached superscript fragment: 2; inspect source PDF] ; β10/4 + β1 β18 = x892,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
893,β112 γ2 ; 4β13 β2 β14,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
894,β112 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
899,α1 β1 β18,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
900,β14 β2 β14,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
902,β19,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
903,4β13 β16,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
905,3β12 β17,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
906,β1 x868,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
907,2x892,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
910,β14 β16,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
913,α1 β1 x868 ; β14 x761,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
914,β15 x724,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
916,3β112 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
917,2β19,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
918,β20/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
920,β13 β17,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
923,β14 x771,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
925,α1 β20/5 ; 4β112 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
926,β20/4,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
928,2β14 x761,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
930,α1 β14 x771 ; β12 β18,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
931,β113 γ2 ; 4β14 β2 β14,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
932,β113 β10/5 ?,yes,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
933,γ4 ? ; α1 β20/4,yes,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
934,β20/3,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
937,3β15 x724,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
940,α1 γ4 ; β1 β19,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
941,α1 β20/3 ; 4β14 β16,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
942,β20/2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
950,β20,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
951,β15 x761 ; 4β13 β17,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
952,"β16 x724 ; b2,0 η1 γ2",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
953,3β12 β18,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
954,3β113 γ2 ; 3 4β14 β2 β14 +,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
955,2β1 β19 ; Homotopy (continued),no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
956,β1 β20/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
957,2β20/2 ; α1 β20 = 5(2β20/2 ),no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
958,β14 β17,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
959,α1 x952,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
963,α1 β1 β20/5 ; 4β113 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
964,"α1 h2,0 u14 = 3 4β14 β16 = x964",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
966,2β15 x761,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
968,β13 β18,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
969,β114 γ2 ; 2x954,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
970,β114 β10/5 ?,yes,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
971,β1 γ4 ?,yes,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
972,5γ4,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
975,3β15 x724,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
978,α 1 β1 γ 4 ; β12 β19,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
979,2x964,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
987,2 · 5γ4,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
988,β2 β19,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
989,β16 x761 ; 4β14 β17,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
990,β17 x724 ; [detached superscript fragment: 5; inspect source PDF] ; β1 x952 = β5/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
